"RESOURCE_TYPE","DOI_NAME","DOI_TITLE","DOI_SPECIAL","DOI_CREATOR","DOI_DISTRIBUTOR","YEAR","URL","STATUS","PROVIDER","SUBMITTER"
"documentation","10.7927/JW1P-AM22","Documentation for the Global Human Modification of Terrestrial Systems","","Kennedy, C.M.|Oakleaf, J.R.|Theobald, D.M.|Baruch-Mordo, S.|Kiesecker, J.","NASA Socioeconomic Data and Applications Center","2020","https://sedac.ciesin.columbia.edu/data/set/lulc-human-modification-terrestrial-systems/docs","Active","Socioeconomic Data and Applications Center",""
"documentation","10.7927/H40R9MBW","Documentation for the Global Population Count Grid Time Series Estimates","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2017","https://sedac.ciesin.columbia.edu/data/set/popdynamics-global-pop-count-time-series-estimates/docs","Active","Socioeconomic Data and Applications Center",""
"raster; map; web map service","10.7927/H47M05W2","Global Population Density Grid Time Series Estimates","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2016","https://sedac.ciesin.columbia.edu/data/set/popdynamics-global-pop-density-time-series-estimates","Active","Socioeconomic Data and Applications Center",""
"documentation","10.7927/69WP-8547","Documentation for the VIIRS Plus DMSP Change in Lights(VIIRS+DMSP dLight)","","Small, C.|Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2020","https://sedac.ciesin.columbia.edu/data/set/sdei-viirs-dmsp-dlight/docs","Active","Socioeconomic Data and Applications Center",""
"raster, map, map service","10.7927/GYA1-WP91","Spatial Data from the 2011 India Census","","Balk, D.|Montgomery, M. R.|Engin, H.|Major, E.|Jones, B.","NASA Socioeconomic Data and Applications Center","2020","https://sedac.ciesin.columbia.edu/data/set/india-spatial-india-census-2011","Active","Socioeconomic Data and Applications Center",""
"raster; map","10.7927/H4PG1PPM","Gridded Population of the World, Version 4 (GPWv4): Population Count, Revision 10","","Center For International Earth Science Information Network-CIESIN-Columbia University","NASA Socioeconomic Data and Applications Center","2017","http://beta.sedac.ciesin.columbia.edu/data/set/gpw-v4-population-count-rev10","Active","Socioeconomic Data and Applications Center",""
"Data Files","10.3334/ORNLDAAC/2322","Trends of Thermal, Wetness, and Vegetative Change in the Circumpolar Arctic","","ORNL DAAC|Watts, J.D.|Potter, S.|Rogers, B.M.|Virkkala, A-M.|Fiske, G.|Arndt, K.|Burrell, A.|Natali, S.|Butler, K.|Gerlt, B.|Grayson, J.|Shestakova, T.A.|Du, J.|Kim, Y.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2322","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2333","BlueFlux Dissolved Carbon and Greenhouse Gas","","ORNL DAAC|Vaughn, D.|Raymond, P.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2333","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2325","Aggregate, Woody and Herbaceous Leaf Area Index for Africa","","ORNL DAAC|Kahiu, N.|Anchang, J.Y.|Hanan, N.P.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2325","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2189","SHIFT: AVIRIS-NG Full-Resolution True Color Images","","ORNL DAAC|Brodrick, P.G.|Pavlick, R.|Bernas, M.|Chapman, J.W.|Eckert, R.|Helmlinger, M.|Hess-Flores, M.|Rios, L.M.|Schneider, F.D.|Smyth, M.M.|Eastwood, M.|Green, R.O.|Thompson, D.R.|Chadwick, K.D.|Schimel, D.S.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2189","Active","Oak Ridge National Laboratory DAAC",""
"Collection","10.3334/CDIAC/OTG.CO2SYS_MATLAB_V1.1","MATLAB Program Developed for CO2 System Calculations. ORNL/CDIAC-105b.","","Environmental Sciences Division, Oak Ridge National Laboratory|Van Heuven, S.|Pierrot, D.|Rae, J.W.B.|Lewis, E.|Wallace, D.W.R.","NASA Oak Ridge National Laboratory DAAC","2011","http://cdiac.ornl.gov/ftp/co2sys/CO2SYS_calc_MATLAB_v1.1/","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2324","SiB4 Modeled 0.5-degree Carbonyl Sulfide Vegetation and Soil Fluxes, 2000-2020","","ORNL DAAC|Kaushik, A.|Hu, L.|Miller, J.B.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2324","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2232","Spectral Reflectance and Ancillary Data, Tundra Transect, North Slope, AK, 2000-2022","","ORNL DAAC|Huemmrich, K.F.|Gamon, J.A.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2232","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2253","Global Wetland Methane Emissions derived from FLUXNET and the UpCH4 Model, 2001-2018","","ORNL DAAC|McNicol, G.|Fluet-Chouinard, E.|Ouyang, Z.|Knox, S.H.|Zhang, Z.|Aalto, T.|Bansal, S.|Chang, K.-Y.|Chen, M.|Delwiche, K.|Feron, S.C.|Goeckede, M.|Liu, J.|Malhotra, A.|Melton, J.R.|Riley, W.|Vargas, R.|Yuan, K.|Ying, Q.|Zhu, Q.|Alekseychik, P.|Aurela, M.|Billesbach, D.P.|Campbell, D.I.|Chen, J.|Chu, H.|Desai, A.R.|Euskirchen, S.E.|Goodrich, J.|Griffis, T.|Helbig, M.|Hirano, T.|Iwata, H.|Jurasinski, G.|King, J.|Koebsch, F.|Kolka, R.|Krauss, K.W.|Lohila, A.|Mammarella, I.|Nilsson, M.B.|Noormets, A.|Oechel, W.|Peichl, M.|Sachs, T.|Sakabe, A.|Schulze, C.|Sonnentag, O.|Sullivan, R.C.|Tuittila, E.S.|Ueyama, M.|Vesala, T.|Ward, E.J.|Wille, C.|Wong, G.X.|Zona, D.|Windham-Myers, L.|Poulter, B.|Jackson, R.B.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2253","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2307","Delta-X: Land Subsidence Rate, Mississippi River Delta (MRD), Louisiana, USA","","ORNL DAAC|Varugu, B.|Jones, C.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2307","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2243","Lake Bathymetry Maps derived from Landsat and Random Forest Modeling, North Slope, AK","","ORNL DAAC|Blanco-Rojas, M.|Spradlin, C.S.|Carroll, M.L.|Frost, M.J.|Caraballo-Vega, J.A.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2243","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2139","Delta-X: AVIRIS-NG L2B BRDF-Adjusted Surface Reflectance, MRD, LA, 2021, V2","","ORNL DAAC|Thompson, D.R.|Jensen, D.J.|Chapman, J.W.|Simard, M.|Greenberg, E.","NASA Oak Ridge National Laboratory DAAC","2021-03-27/2021-09-25","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2139","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2327","BlueFlux Trace Gases, Vertical Fluxes, and Mixing Ratios, Southern Florida, 2022-2023","","ORNL DAAC|Delaria, E.R.|Wolfe, G.M.|Hannun, R.A.|Blanock, K.|Poulter, B.|Thornhill, K.L.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2327","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2326","Surface Soil Moisture derived from RF Time-Specific Adaptable Machine Learning Models","","ORNL DAAC|Llamas, R.|Olaya, P.|Taufer, M.|Vargas, R.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2326","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2298","Pantropical Forest Height and Biomass from GEDI and TanDEM-X Data Fusion","","ORNL DAAC|Dubayah, R.O.|Qi, W.|Armston, J.|Fatoyinbo, T.|Papathanassiou, K.|Pardini, M.|Stovall, A.|Choi, C.|Cazcarra-Bes, V.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2298","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2317","Global High-Resolution Estimates of SIF from Fused SCIAMACHY and GOME-2, V2","","ORNL DAAC|Wen, J.|Joiner, J.|Parazoo, N.C.|Sun, Y.","NASA Oak Ridge National Laboratory DAAC","2024","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2317","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2314","Delta-X: Delft3D Sediment Model, Site 396, Terrebonne Basin, MRD, Louisiana, USA","","ORNL DAAC|Donatelli, C.|Passalacqua, P.|Fagherazzi, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2314","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2303","Delta-X: Delft3D Sediment Model, Site 294, Terrebonne Basin, MRD, Louisiana, USA","","ORNL DAAC|Donatelli, C.|Fagherazzi, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2303","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2312","Delta-X: Delft3D Sediment Model, Site 322, Terrebonne Basin, MRD, Louisiana, USA","","ORNL DAAC|Donatelli, C.|Passalacqua, P.|Fagherazzi, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2312","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2310","Delta-X: ANUGA Hydrodynamic Outputs, Atchafalaya and Terrebonne, MRD, USA","","ORNL DAAC|Soloy, A.|Christensen, A.L.|Jensen, D.J.|Denbina, M.W.|Wright, K.A.|Passalacqua, P.|Simard, M.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2310","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2304","Delta-X: Delft3D Sediment Model, Site 421, Terrebonne Basin, MRD, Louisiana, USA","","ORNL DAAC|Donatelli, C.|Cortese, L.|Fagherazzi, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2304","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2292","L2 Daily Solar-Induced Fluorescence (SIF) from MetOp-A GOME-2, 2007-2018, V2","","ORNL DAAC|Joiner, J.|Yoshida, Y.|Koehler, P.|Frankenberg, C.|Parazoo, N.C.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2292","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2294","Global Vegetation Height Metrics from GEDI and ICESat2","","ORNL DAAC|Saatchi, S.S.|Favrichon, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2294","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2315","ABoVE: Active Layer Soil Characteristics at Selected Sites Across Alaska","","ORNL DAAC|Ludwig, S.|Minions, C.|Natali, S.|Watts, J.D.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2315","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2301","Delta-X: Delft3D Broad-Scale Sediment Model, Terrebonne Basin, MRD, Louisiana, USA","","ORNL DAAC|Cortese, L.|Fagherazzi, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2301","Active","Oak Ridge National Laboratory DAAC",""
"Data Files","10.3334/ORNLDAAC/2302","Delta-X: Delft3D Broad-Scale Sediment Model, Atchafalaya Basin, MRD, Louisiana, USA","","ORNL DAAC|Cortese, L.|Zhang, X.|Fagherazzi, S.","NASA Oak Ridge National Laboratory DAAC","2023","https://daac.ornl.gov/cgi-bin/dsviewer.pl?ds_id=2302","Active","Oak Ridge National Laboratory DAAC",""
